Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,89,89,H,5,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_89,"5:H,5",1.488,20.617,13.924,24.53088542,74.059,23.11755586,-0.169303599,1.480680839,0.726720791,3.224723504,0.842717476,0.894677124,41.1,20.28802083,99.07,26.57839216,0.894786224,201.204,0.86,0.2263157894736842,1.24042266,167,25,191.95,1282.226,312,2580,106.16,12.83795349,288,2,292.31,42092.64,2.16e-4,0.007514999999999999,0.6651330662753341,0.6728640662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,8.63775,242.37514900868422,195.3972277551623
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,90,90,H,6,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_90,"5:H,6",0,0,19.022,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.86,0.2263157894736842,0,167,25,191.95,1282.226,312,2580,106.16,12.83795349,582,25,138.15,3216.132,4.365e-4,0.007514999999999999,0.6651330662753341,0.6730845662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,8.63775,241.0191063486842,Inf
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,91,91,H,7,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_91,"5:H,7",1.304,8.35,27.648,24.53088542,74.059,23.11755586,-0.699939281,0.302010995,0.726720791,3.224723504,0.842717476,-0.503976491,7.12,20.28802083,99.07,26.57839216,-0.504094482,201.204,0.86,0.2263157894736842,0.21488587199999998,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.01053,0.6651330662753341,0.6757164662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,10.531349999999998,243.1981072206842,1131.7547540802693
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,92,92,H,8,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_92,"5:H,8",0.957,0.326,21.206,24.53088542,74.059,23.11755586,-1.047034798,0.015373008,0.726720791,3.224723504,0.842717476,-0.844111822,0,20.28802083,99.07,26.57839216,-0.844220399,201.204,0.86,0.2263157894736842,0,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,385,50,200.22,1541.694,2.8875e-4,0.01053,0.6651330662753341,0.6759518162753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,10.531349999999998,242.9592588486842,Inf
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,93,93,H,9,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_93,"5:H,9",1.813,9.97,20.353,24.53088542,74.059,23.11755586,-0.629862668,0.489854076,0.726720791,3.224723504,0.842717476,-0.281074883,12.53,20.28802083,99.07,26.57839216,-0.280980911,201.204,0.86,0.2263157894736842,0.378162918,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,72,2,452.27,16281.72,5.4e-5,0.01053,0.6651330662753341,0.6757170662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,10.531349999999998,243.52645926668418,643.9723401612957
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,94,94,H,10,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_94,"5:H,10",0.334,5.302,17.876,24.53088542,74.059,23.11755586,-0.831787129,0.296598792,0.726720791,3.224723504,0.842717476,-0.510398814,6.96,20.28802083,99.07,26.57839216,-0.510490655,201.204,0.86,0.2263157894736842,0.21005697599999998,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,552,1,796.66,439756.32,4.1400000000000003e-4,0.01053,0.6651330662753341,0.6760770662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,10.531349999999998,243.6166458246842,1159.7646051263932
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,95,95,H,11,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_95,"5:H,11",1.985,7.992,17.071,24.53088542,74.059,23.11755586,-0.715425347,0.468162381,0.726720791,3.224723504,0.842717476,-0.306815058,11.91,20.28802083,99.07,26.57839216,-0.306941849,201.204,0.86,0.2263157894736842,0.359450946,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,288,2,292.31,42092.64,2.16e-4,0.01053,0.6651330662753341,0.6758790662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,10.531349999999998,243.3877772946842,677.1098532445766
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,96,96,H,12,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_96,"5:H,12",0,0,18.396,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.86,0.2263157894736842,0,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,582,25,138.15,3216.132,4.365e-4,0.01053,0.6651330662753341,0.6760995662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,10.531349999999998,242.9127063486842,Inf
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,1,1,A,1,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_01,"6:A,1",1.019,61.696,27.957,26.84285417,74.636,25.28365679,1.378485166,2.206817613,0.851828218,3.406718371,1.000908608,1.353759359,62.04,24.23395833,104.81,31.56715553,1.353813511,201.204,0.937,0.24657894736842106,1.872404424,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.0045,0.5066302981972839,0.5111836981972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,4.4163,259.0037336674211,138.32681142363137
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,2,2,A,2,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_02,"6:A,2",0.871,29.277,62.081,26.84285417,74.636,25.28365679,0.096273488,0.471593563,0.851828218,3.406718371,1.000908608,-0.379889484,12.01,24.23395833,104.81,31.56715553,-0.379950557,201.204,0.937,0.24657894736842106,0.36246900600000004,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,385,50,200.22,1541.694,2.8875e-4,0.0045,0.5066302981972839,0.5114190481972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,4.4163,257.4698357494211,710.3223489111814
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,3,3,A,3,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_03,"6:A,3",0.634,29.258,54.546,26.84285417,74.636,25.28365679,0.095522015,0.536391303,0.851828218,3.406718371,1.000908608,-0.315150567,13.87,24.23395833,104.81,31.56715553,-0.315009641,201.204,0.937,0.24657894736842106,0.41860492199999993,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,72,2,452.27,16281.72,5.4e-5,0.0045,0.5066302981972839,0.5111842981972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,4.4163,257.71500916542107,615.6521235682487
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,4,4,A,4,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_04,"6:A,4",0.962,67.357,21.406,26.84285417,74.636,25.28365679,1.602384741,3.146641129,0.851828218,3.406718371,1.000908608,2.292729719,89.14,24.23395833,104.81,31.56715553,2.292764123,201.204,0.937,0.24657894736842106,2.690298684,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,552,1,796.66,439756.32,4.1400000000000003e-4,0.0045,0.5066302981972839,0.5115442981972839,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,4.4163,260.2449954274211,96.73461053792089
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,5,5,A,5,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_05,"6:A,5",0.975,71.599,21.017,26.84285417,74.636,25.28365679,1.770161105,3.406718371,0.851828218,3.406718371,1.000908608,2.552570867,96.64,24.23395833,104.81,31.56715553,2.552527787,201.204,0.937,0.24657894736842106,2.916653184,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,288,2,292.31,42092.64,2.16e-4,0.0045,0.5066302981972839,0.5113462981972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,4.4163,260.09308742742104,89.17518505601694
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,6,6,A,6,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_06,"6:A,6",0,12.387,72.6,26.84285417,74.636,25.28365679,-0.57174697,0.170619835,0.851828218,3.406718371,1.000908608,-0.680589993,3.33,24.23395833,104.81,31.56715553,-0.680579481,201.204,0.937,0.24657894736842106,0.100501398,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,582,25,138.15,3216.132,4.365e-4,0.0045,0.5066302981972839,0.5115667981972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,4.4163,257.1613156414211,2558.7834672849135
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,7,7,A,7,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_07,"6:A,7",1.027,65.95,22.315,26.84285417,74.636,25.28365679,1.546736145,2.955411158,0.851828218,3.406718371,1.000908608,2.101673344,83.62,24.23395833,104.81,31.56715553,2.101742794,201.204,0.937,0.24657894736842106,2.523701772,44,25,140.22,246.7872,179,1874,87.12,8.32149413,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.00198,0.5066302981972839,0.5086636981972839,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,6.309900000000001,261.54863101542105,103.63690112566164
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,8,8,A,8,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_08,"6:A,8",2.573,41.741,40.595,26.84285417,74.636,25.28365679,0.589240155,1.028230078,0.851828218,3.406718371,1.000908608,0.176241725,28.06,24.23395833,104.81,31.56715553,0.176323827,201.204,0.937,0.24657894736842106,0.8468676359999999,44,25,140.22,246.7872,179,1874,87.12,8.32149413,385,50,200.22,1541.694,2.8875e-4,0.00198,0.5066302981972839,0.5088990481972838,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,6.309900000000001,259.8478343794211,306.8340592241278
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_015,15,9,9,A,9,3,1,0.05,2,0.0225,0.057,24,120,A24A8_090_015_09,"6:A,9",1.234,50.348,38.32,26.84285417,74.636,25.28365679,0.929657685,1.31388309,0.851828218,3.406718371,1.000908608,0.461635427,36.29,24.23395833,104.81,31.56715553,0.461747073,201.204,0.937,0.24657894736842106,1.095253974,44,25,140.22,246.7872,179,1874,87.12,8.32149413,72,2,452.27,16281.72,5.4e-5,0.00198,0.5066302981972839,0.5086642981972839,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,6.309900000000001,260.2852582174211,237.64831207763422
